ltv_band,property_state,n,raw_mean,raw_std,credibility,shrunk_lgd,global_mean
91-95,AL,33,0.19528802149984117,0.2684232579498287,0.39759036144578314,0.37141359693241804,0.48765647671791884
91-95,AR,21,0.2568655306402204,0.27468168414442823,0.29577464788732394,0.4193943659062052,0.48765647671791884
91-95,AZ,89,0.3142538364458689,0.22595215975284347,0.6402877697841727,0.3766288869034408,0.48765647671791884
91-95,CA,84,0.22063148773523775,0.20597504125145993,0.6268656716417911,0.3202676776541486,0.48765647671791884
91-95,CO,33,0.1888790125596948,0.19828320252565637,0.39759036144578314,0.36886543675139605,0.48765647671791884
91-95,CT,22,0.4482670637168649,0.32258543195515793,0.3055555555555556,0.4756208227453746,0.48765647671791884
91-95,DE,7,0.24104677780241396,0.1254177224114555,0.12280701754385964,0.45737107509671654,0.48765647671791884
91-95,FL,219,0.4221325042437638,0.26071335299509135,0.8141263940520446,0.43431168128356956,0.48765647671791884
91-95,GA,127,0.25553660501531056,0.25071754852387695,0.7175141242937854,0.32110719024203604,0.48765647671791884
91-95,HI,3,0.480493882205333,0.4967797593591668,0.05660377358490566,0.48725104683984793,0.48765647671791884
91-95,IA,24,0.3478527151786706,0.36893151696333054,0.32432432432432434,0.44231471621870316,0.48765647671791884
91-95,ID,14,0.12305106745915242,0.15410927503932736,0.21875,0.40789904344256367,0.48765647671791884
91-95,IL,140,0.44333231266900114,0.36505353539092633,0.7368421052631579,0.45499656636608476,0.48765647671791884
91-95,IN,51,0.37502914849578844,0.3476769492728449,0.504950495049505,0.430785251576051,0.48765647671791884
91-95,KS,31,0.1871303389720658,0.2039258584033156,0.38271604938271603,0.37264030054358005,0.48765647671791884
91-95,KY,25,0.39903522272615666,0.37973300706752827,0.3333333333333333,0.4581160587206648,0.48765647671791884
91-95,LA,23,0.23901361333058188,0.23135649970912428,0.3150684931506849,0.409316944417799,0.48765647671791884
91-95,MA,19,0.22008634642980895,0.18640324463426397,0.2753623188405797,0.41397774518930885,0.48765647671791884
91-95,MD,29,0.35233919982862055,0.322163821368501,0.3670886075949367,0.43798304596108784,0.48765647671791884
91-95,ME,4,0.36655457748351483,0.4122160421044095,0.07407407407407407,0.4786859656635185,0.48765647671791884
91-95,MI,79,0.4307809727636467,0.36481671746450517,0.6124031007751938,0.4528257417381708,0.48765647671791884
91-95,MN,51,0.32258842791384673,0.20265790817285195,0.504950495049505,0.4043052837574468,0.48765647671791884
91-95,MO,55,0.22503409251612896,0.24172150600379314,0.5238095238095238,0.35009237070745747,0.48765647671791884
91-95,MS,15,0.39602358139968535,0.5595064308673933,0.23076923076923078,0.4665104239521726,0.48765647671791884
91-95,MT,5,0.3169856459818853,0.35846531142554533,0.09090909090909091,0.4721409466510067,0.48765647671791884
91-95,NC,79,0.26306598608012344,0.2511508801686092,0.6124031007751938,0.3501165638467108,0.48765647671791884
91-95,ND,2,0.33493492578668826,0.22117246771623522,0.038461538461538464,0.4817825709128715,0.48765647671791884
91-95,NE,16,0.25176637291324167,0.1890902071207368,0.24242424242424243,0.43047099700769403,0.48765647671791884
91-95,NH,15,0.28861003631633436,0.2704470413857255,0.23076923076923078,0.44172268277909166,0.48765647671791884
91-95,NJ,46,0.5739537242923857,0.4833971768683329,0.4791666666666667,0.5290072411806841,0.48765647671791884
91-95,NM,18,0.2880732937741528,0.29349271817090383,0.2647058823529412,0.4348256341739808,0.48765647671791884
91-95,NV,42,0.3491488857829233,0.20979358272978485,0.45652173913043476,0.42442475042150785,0.48765647671791884
91-95,NY,44,0.5494358069969417,0.4236335563673481,0.46808510638297873,0.5165744611038445,0.48765647671791884
91-95,OH,105,0.4057584147688109,0.39003330698580724,0.6774193548387096,0.4321771444298135,0.48765647671791884
91-95,OK,32,0.23048251091762234,0.3393373831911546,0.3902439024390244,0.3872959046982909,0.48765647671791884
91-95,OR,25,0.21370740401947347,0.3437302157588993,0.3333333333333333,0.3963401191517704,0.48765647671791884
91-95,PA,74,0.34335357139197936,0.3054721090458179,0.5967741935483871,0.40154022676534207,0.48765647671791884
91-95,RI,2,0.2899487258393186,0.4216365712931437,0.038461538461538464,0.4800523324533573,0.48765647671791884
91-95,SC,66,0.24414187469359913,0.3666785513250628,0.5689655172413793,0.3491050652213231,0.48765647671791884
91-95,SD,4,0.18111807324274554,0.21653731574152166,0.07407407407407407,0.46494992831235044,0.48765647671791884
91-95,TN,43,0.20628240607202059,0.2554090047072319,0.46236559139784944,0.3575587881397078,0.48765647671791884
91-95,TX,162,0.12992100996041442,0.23036518598210115,0.7641509433962265,0.21429258230888243,0.48765647671791884
91-95,UT,16,0.09051267784459796,0.13426232361891988,0.24242424242424243,0.3913791921425683,0.48765647671791884
91-95,VA,28,0.26818159091846433,0.2669476522912811,0.358974358974359,0.408870620277089,0.48765647671791884
91-95,VT,1,0.7278914753399968,,0.0196078431372549,0.4923669668869792,0.48765647671791884
